session_id,TooFast,WhiteBlackBIATGood,WhiteBlackBIATBad,WhiteAsianBIATGood,WhiteAsianBIATBad,WhiteHispanicBIATGood,WhiteHispanicBIATBad,BJWAgg,GBDAgg,PDAgg,SLBAgg,Conservatism,ExplicitPref,Age,CountryCit,Ethnicity,EthnicityBinary,Gender,Race,RaceMulti
8852875, , , , , , , , , , , ,2, ,15,14,2,2,2,6,.
8852878,0, , , , ,.086278314317422,.466173670381895, ,1.25, ,3.08333333333333,2,0,16,1,1,1,2,6,.
8852881, , , , , , , , , , , ,4, ,22,1,2,2,2, ,.
8852882,.15625,-.282795147173341,-.421228602461086, , , , ,2.75, ,2.5, ,2,-1,19,1,2,2,2,5,.
8852888,0, , , , ,.938670104414216,.0314163129899037, ,3.5, ,3.66666666666667,4,0,19,1,1,1,2,7,.
8852903, , , , , , , ,3.8, ,2.5, ,4,0,22,1,1,1,1, ,.
8852906,.28125,-.293019653090082,.14519493605008, , , , , ,1.5, ,1.5,2,0,17,1,2,2,2,3,.
8852925, , , , , , , , ,2.5, ,4,3,0,25,14,2,2,1,6,.
8852926,0, , , , ,.408155758046222,.54889137071608, ,4, ,4.25,6,1,21,1,2,2,1,6,.
8852927,0, , , , ,.0426158938169865,-.135499686712644,4.55, ,3.66666666666667, ,4,0,23,1,1,1,2,7,.
8852936,0, , , , ,-.0164039231977174,.3038843432554,4.75, ,4, ,7,0,51,1,2,2,2,6,.
8852945,.0390625, , ,.0145934310434737,-.181246702209085, , , , , ,3.5,4, ,16,97,2,2,1,2,.
8852951,0,-1.06719014668166,.252145260715248, , , , ,3.3, ,2.16666666666667, ,2,0,26,1,2,2,2,6,.
8852954,0, , , , ,.0921706909013714,.329614034809562,4.55, ,2.66666666666667, ,6,0,20,1,1,1,1,6,.
8852956,0, , , , ,.787123309142859,.132984066043833, ,4.625, ,2.83333333333333,4,0,20,1,1,1,1,8,[6]
8852999,0, , , , ,1.03066562800778,.709589198457591, ,2.625, ,4.08333333333333,4,2,27,1,2,2,1, ,.
8853005,.0474950396825397,.109057107819618,-.296283970277602, , , , , ,4, ,4,7,2,23,1,2,2,1,3,.
8853010,.403125, , , , , , , ,1.375, ,2.16666666666667,1,0,56,1,2,2,2,6,.
8853011,.3984375, , , , ,-.708201924011531,-.378025960086816, ,2.75, ,4.91666666666667,6,1,32,1,2,2,1,6,.
8853014,.0234375,-.6028955092312,-.406517181134443, , , , , ,1.75, ,2.25,2,-1,18,1,2,2,1,5,.
8853018,0,-.0640656772051607,.227311959404536, , , , ,3.8, ,2.5, ,3,0,19,1,3,2,2,5,.
8853026, , , , , , , , , , , ,3, ,14,1,2,2,1,2,.
8853035, , , , , , , , , , , , , , , , , , , ,.
8853039, , , , , , , , , , , ,6, ,20,1,1,1,1,6,.
8853049,0, , ,.291539928820195,-.341779222336133, , , ,1.5, ,2.16666666666667,1,0,20,1,2,2,2,6,.
8853057,.03125, , , , ,-.974112232419643,-.213274706548964, ,1.75, ,4.16666666666667,4,0,22,1,1,1,2,7,.
8853075,0, , , , ,-.00464964302683252,-.00831255963441518, ,1, ,2.83333333333333,1,0,25,1,1,1,1,6,.
8853076,0, , ,-.239798892370138,.908981009392647, , , ,3, ,3.66666666666667,7,2,20,39,2,2,1,6,.
8853077,0, , ,.599788878605859, , , , , , , ,2, ,47,14,2,2,2,6,.
8853079,0, , , , ,.0934674369156747,.974638289138591, ,2, , ,2, ,21,1, , ,2, ,.
8853086,0,.0566126531149901,.826532942979082, , , , , ,1.875, ,1.66666666666667,2,1,21,1,2,2,1,6,.
8853091,0, , ,-.243149675324787,.0282922816377308, , , ,1.125, ,3.25,7,0,49,1,2,2,1,8,"""[1,6]"""
8853092, , , , , , , , , , , ,3, ,23,1,2,2,2,5,.
8853098,0,.357663837150524,-.27938227856076, , , , , ,1.5, ,2.16666666666667,3,-3,23,1,2,2,2,5,.
8853108,0, , ,.307505900926165,-.224702427703987, , , ,4, ,4.41666666666667,7,1,22,1,2,2,2, ,.
8853110, , , , , , , , , , , ,2, ,21,1,2,2,1,6,.
8853117, , , , , , , , , , , ,4, ,16,45,2,2,2,2,.
8853127,0, , ,-.0724964117638282,.318434571637625, , , ,2.25, ,1.66666666666667,4,1,19,1,2,2,2,6,.
8853134, , , , , , , , , , , , , , , , , , , ,.
8853137,.0078125, , , , ,-.194587225670219,.186878386234539,4.05, ,3.5, ,4,0,31,1,1,1,1,7,.
8853141, , , , , , , , ,2.375, ,3.75, , ,16,45, , ,2,2,.
8853142, , , , , , , , , , , ,4, ,16,45,2,2,1,2,.
8853143,0, , , , ,.139278934960987,.267469058905547, , , , , , , , , , ,2, ,.
8853145, , , , , , , , , , , ,4, ,16,45,2,2,1,2,.
8853148, , , , , , , , , , , , , ,48, ,2,2,2,7,.
8853158, , , , , , , , , , , ,4, ,27,45,2,2,2,2,.
8853187, , , , , , , , , , , ,4, ,16, ,3,2,2,2,.
8853190, , , , , , , , , , , ,4, ,16,45,3,2,2,2,.
8853191,0, , ,-.185414784842805,-.397590271960144, , , ,4, ,3.16666666666667,4,0,16,45,3,2,2,2,.
8853195,0,-.764783189796699,.0351983087678018, , , , ,2.3, ,2.16666666666667, ,4,-1,28,222,3,2,1,5,.
8853214,0, , ,.0498841488046749,.15946064693141, , , ,2.25, ,5.16666666666667,5,0,24,1,2,2,2,6,.
8853220, , , , , , , , , , , ,4, ,17,45,2,2,1,2,.
8853222,0, , ,-.0247799048518767,-.127982859221986, , , ,2, ,2.91666666666667,6,0,34,1,2,2,1,6,.
8853223,0,-.24488265898935,.0376727751792713, , , , , ,1, ,2.91666666666667,4,-1,28,222,3,2,1,5,.
8853224,0, , ,.540379435363311,.335296181934804, , , ,4.875, ,4.75,4,-1,17,45,2,2,1,2,.
8853229,.0078125, , ,-.525644102027782,-.179325315407949, , , ,3.875, ,4.08333333333333,4,0,16,45,2,2,2,2,.
8853231,0,.10251825766983,-.0752922003658123, , , , , ,2, ,1.83333333333333,6,0,29,1,2,2,2,5,.
8853237, , , , , , , , , , , , , , ,1, , ,2, ,.
8853241, , , , , , , , , , , ,2, ,22,14,2,2,1, ,.
8853243, , , , , , , , , , , ,5, ,22,15,2,2,2,6,.
8853244,.0078125, , ,.0394028034391849,.387228388165797, , ,4.05, ,3.16666666666667, ,7,0,18,39,3,2,2,6,.
8853245,0, , ,.442283049194682,.748013620286637, , , ,2.25, ,2.33333333333333,3,3,27,106,2,2,2,6,.
8853246,0,.0978183817181827,.421916765935879, , , , ,5.2, ,3.33333333333333, ,5,0,22,74,2,2,2, ,.
8853247, , , , , , , , , , , ,2, ,24,15,3,2,2, ,.
8853251, , , , , , , , , , , ,4, ,23,106,2,2,2,6,.
8853252,0,.556751849699437,.646986508627316, , , , , , ,2.33333333333333, ,4,0,23,74,2,2,2,6,.
8853254, , , , , , , , , , , ,6, ,57,239,2,2,2,6,.
8853267, , , , , , , ,4.25, , , ,2, ,22,22,2,2,1,6,.
8853289,0, , ,-.420139320208973,.0126353246789147, , , , , , ,4, ,16,45,2,2,1,2,.
8853300, , , , , , , , , , ,2.75,4, ,16,45,3,2,1,2,.
8853302,0, , ,.200035443058483,-.50629797099959, , ,3.1, ,5.16666666666667, ,4,0,16,45,2,2,1,2,.
8853340, , , , , , , , , , ,3.16666666666667,4, ,16,45,3,2,1,2,.
8853354,.796875, , , , , , ,4, ,4, ,4,0,16,45,2,2,1,2,.
8853355,0, , ,-.519960016191166,.0761109947380519, , , , ,3.5, ,4,0,16,45,3,2,1,2,.
8853361, , , , , , , , , , , ,6, ,15,45,3,2,1,2,.
8853371,0, , ,-.243705357267235,.53705150403092, , ,3.8, ,5, ,6,0,15,45,3,2,1,2,.
8853373,0, , ,.522986040456627,.134825613428444, , ,4.15, ,2.16666666666667, ,1,0,57,14,2,2,2,6,.
8853378, , , , , , , , , , , ,4, ,16,45,2,2,1,2,.
8853389,0, , ,-.149724452859265, , , , ,2.125, ,3.83333333333333,4,0,16,45,2,2,1,2,.
8853392, , , , , , , , , , , , ,3,26, , , ,2, ,.
8853393,0, , ,.130237825085525,.341824482980992, , ,3.6, ,3.5, ,4,-3,17,45,2,2,1,2,.
8853400, , , , , , , , , , , ,2, ,51,1,2,2,2, ,.
8853407,0, , , , ,.503606709629948,-.486943879052068,3.45, ,2.33333333333333, ,4,0,35,1,2,2,1,6,.
8853412, , , , , , , , , , , ,4, ,15,225,2,2,1,3,.
8853418, , , , , , , , , , , ,4, ,15,225,2,2,1,3,.
8853435,0,.523517857484771,.509015958923579, , , , ,4.1, ,3.66666666666667, ,6,0,25,1,2,2,1,6,.
8853448, , , , , , , , , , ,4.33333333333333,6,0,25,1,2,2,1,6,.
8853452,0, , ,.518285677365543,.422839869672061, , ,3.8, ,3.66666666666667, ,4,0,16,45,2,2,1,2,.
8853455,0, , , , ,-.118213837637996,1.04548790261073,4.1, ,3.66666666666667, ,6,0,25,1,2,2,1,6,.
8853469, , , , , , , , , , , ,1, ,23,1,2,2,2,6,.
8853471,0,.0754417141361347,-.260294315065248, , , , ,3.5, ,2.5, ,1,0,23,1,2,2,2,6,.
8853501, , , , , , , , , , , ,4, , , ,2,2,1, ,.
8853507, , , , , , , , , , , ,4, ,17,45,3,2,2,2,.
8853517, , , , , , , , , ,4.5, ,4,-2,17,45,2,2,2,3,.
8853518, , , , , , , ,3.75, ,2.33333333333333, ,4, , , ,2,2,1, ,.
8853520, , , , , , , , , , , , , , , , , , , ,.
8853526, , , , , , , , ,2.5, ,3.41666666666667,5,0,41,225,2,2,1,6,.
8853537, , , , , , , , , , , ,6, ,85,1,2,2,1,6,.
8853543, , , , , , , , , , , ,4, ,17,45,2,2,2,2,.
8853545,0, , , , ,.677203157590224,.1796103497735, , , , ,2, ,27,1,2,2,2,6,.
8853551,0, , ,.0474086321341166,.276515153456099, , ,3.3, ,3.16666666666667, ,4,0, , ,2,2,1,2,.
8853552,0, , ,-.237951784472392,.815846890282885, , , , , , , , ,17,45,3,2,1,2,.
8853553, , , , , , , , , , , ,6, ,85,1,2,2,1,6,.
8853555, , , , , , , ,4.55, ,4.5, ,4,1,17,45,2,2,2,3,.
8853562,.0078125, , ,-.512104433906648,.356059505600419, , , ,1.5, ,3.58333333333333,6,0,44,39,2,2,1,7,.
8853565,0, , , , ,.94888514814461,.259790571274327, ,3.75, ,4.08333333333333,4,1,17,45,2,2,2,3,.
8853571,0, , ,-.40061963071406,.419183001198081, , , ,3.125, ,3.91666666666667,4,0,16,45,2,2,1,2,.
8853579,0, , ,.236236551734881,.317987280712255, , ,3.7, ,1.16666666666667, ,2,0,74,1,2,2,2,6,.
8853584,0, , ,-.0136643960014336,-.262253370921919, , ,4.75, ,4.33333333333333, ,4,0,17,45,2,2,2,2,.
8853588, , , , , , , , , , , ,4, ,17, ,2,2,2,2,.
8853591,0, , ,-.442511985248864,.465340797136092, , , ,4.5, ,4.33333333333333,6,0,15,1,2,2,1,2,.
8853593, , , , , , , , , , , ,4, ,17,1,2,2,1,3,.
8853596, , , , , , , , , , , ,4, ,20,111,2,2,2,5,.
8853607,.00793650793650794,.192603087142204,.795649431025944, , , , , ,3.75, ,2.83333333333333,2,0,17,1,2,2,1, ,.
8853610,0,-.0745335764550455,1.03600677390967, , , , ,4, ,3, ,1,0,17,1,3,2,1,6,.
8853613,0,.964007536410554,.0875659799076755, , , , ,4.4, ,3.16666666666667, ,4,0,38,1, , ,2,6,.
8853614, , , , , , , , , , , ,3, ,16,45,3,2,2,2,.
8853620, , , , , , , ,4, ,4.16666666666667, ,4,0,17,45,2,2,1,2,.
8853624,0,-.311442167896875,.0572370509635063, , , , , ,1, ,4.33333333333333,2,1,35,1, , ,1, ,.
8853631, , , , , , , , , , , ,4, ,25,39,2,2,1,6,.
8853638, , , , , , , ,4.15, ,3.66666666666667, ,4,0,17,45,3,2,2,2,.
8853639,0,.48289297792677,-.0822308194064046, , , , ,2.35, ,3.83333333333333, ,1,-1,51,1,3,2,1,6,.
8853651,0, , ,.0379879036876739,.222807081627311, , , , , , ,3,0,17,45,3,2,1,2,.
8853653, , , , , , , , , , , ,4, ,17,45,3,2,2,2,.
8853658,0, ,-.421612590913708, , , , , , , , ,4, ,59,225,3,2,1,7,.
8853659, , , , , , , , ,3.75, ,2.83333333333333,3,0,16,45, , ,2,2,.
8853662, , , , , , , , , , , ,4, ,17,45,3,2,2,2,.
8853664,0, , ,-.202572731457468,-.6795955991342, , , , , , , , , , , , , , ,.
8853665,0,-.194104057595363,-.435023888645976, , , , ,4.5, ,2.83333333333333, ,4,0,25,118,2,2,1,6,.
8853667, , , , , , , , , , , ,5, ,37,1,2,2,2,6,.
8853677,0,.0521793391569631,.218307058562565, , , , ,4.55, ,4, ,4,0,20,1,2,2,2,5,.
8853680,0, , , , ,.373968737234495,-.0414866609032967, ,3.625, ,3.91666666666667, ,0,18,1,2,2,2,6,.
8853694,0, , ,-.421122861479345,.286984329579805, , , ,4.125, ,1.83333333333333,2, ,16,45, , ,2,2,.
8853705, , , , , , , , , , , , , , , , , , , ,.
8853717, , , , , , , , , , , ,5, ,42,225,2,2,1,6,.
8853727,0,-.151289967144971,.588682304131218, , , , , ,1.75, ,2,4,0,23,1,2,2,2,6,.
8853729,0,-.623647661664991,-.512398062744287, , , , ,2.8, ,1.16666666666667, ,1,0,54,1,2,2,2,6,.
8853734, , , , , , , , , , , ,4, ,29,1,2,2,1,6,.
8853736,0, , ,-.256679461137705,.467116001829736, , ,4.15, ,3.5, ,4,0,17,45,3,2,2,2,.
8853744, , , , , , , , ,1.625, , ,4,0,18,225,2,2,1,6,.
8853751,0, ,.164340902394347, , , , ,3.55, ,3.5, ,4,3,18,178,2,2,1,6,.
8853756, , , , , , , , ,2, ,1.91666666666667,4,-1,17,45,2,2,1,2,.
8853758,0,-.355200552485148,.277671923908035, , , , ,3.85, ,3.16666666666667, ,4,2,31,223,2,2,2,8,[6]
8853766,0, , ,-.675355685406777,-.268641800697294, , , ,2.375, ,1.91666666666667,4,-1, ,45, , , , ,.
8853769, , , , , , , , , , , , , , , , , , , ,.
8853779,0,-.654722421699782,-.0239504874855784, , , , , ,2.125, ,2.25,1,-1,19,1,2,2,2,8,"""[5,6]"""
8853780, , , , , , , ,4.65, , , ,4, ,15,1,1,1,1,6,.
8853783, , , , , , , ,3.65, ,1.33333333333333, ,2,0,25,225,2,2,2,6,.
8853823,0, , , , ,.474012336745868,.346699786387922,3.5, ,1.33333333333333, ,2,1,26,1,2,2,2,6,.
8853824,0, , , , ,.736299629442109,.727545597034677,3.65, ,2.83333333333333, ,4,0,16,1,3,2,1,6,.
8853825,.0234375,.416783254872827,.582981195017703, , , , , ,4.125, ,4.41666666666667,4,0,17,1,2,2,2,5,.
8853827, , , , , , , , , , , ,5, ,14,1,2,2,2,6,.
8853828,0, , , , ,.10076391936443,-.481467446682068,3.9, ,2.33333333333333, ,4,0,14,1,3,2,2,6,.
8853829,0,.701120152320289,.528794705421313, , , , , ,3.375, , ,3,1,15,1,3,2,2,6,.
8853830,0, , ,1.00657706790012,.38216010865254, , , , ,3.66666666666667, , ,1,15,1,3,2,2,6,.
8853831,0, , , , ,.275132124191999,1.08676742560034, ,2.75, ,3.25,2,0,15,1,2,2,2,6,.
8853832,.0078125, , , , ,.608304639564804,1.48508443416602, , , , ,4,0,17,1, , ,2,6,.
8853833,0, , ,.304220272174436,-.0515032580331314, , ,4.3, ,2.66666666666667, ,4,0,14,1,2,2,2,6,.
8853834,0, , ,.183930252619874,.237971642257282, , , ,1.25, ,3,4,0,16,1,2,2,2,6,.
8853835,.0546875,.259925319306668,.34547683892151, , , , , ,4.125, ,3.33333333333333,4,0,15,1,2,2,2,6,.
8853836,0, , , , ,-.000151616464615589,.0837614647821038, ,3.375, ,3.5,4,0,18,1,1,1,2,8,"""[5,6,7]"""
8853837,.00793650793650794, , , , ,.0774367381104287,.129491985560345, ,1.875, ,2.91666666666667,2,0,24,1,2,2,2,6,.
8853843,0,-.0832867668376865,-.407065641131366, , , , , ,2.75, ,3.08333333333333, ,0,14,1, , ,1,8,"""[5,6,7]"""
8853844,0, , , , ,-.764339532958957,-.742345812302414,4.3, ,2.5, ,4,-1,15,1,2,2,2,6,.
8853848,.0078125,.175895830374969,.230462354639686, , , , ,4.35, ,4.33333333333333, , ,0,14,1,2,2,2,6,.
8853869,0,.389183332192638,-.411805167079796, , , , ,3.7, ,3.16666666666667, ,4,0,52,1,2,2,2,6,.
8853891, , , , , , , , ,4, ,4,4,0,17,1,2,2,2,5,.
8853897, , , , , , , , ,1, , ,5, ,84,1,2,2,2,6,.
8853924,0, , ,.688103465244789,.374261180172308, , , , , , ,2,0,21,1,2,2,1,6,.
8853928,0, , , , ,-.205536670786325,.750907759282735, ,1.125, ,3.5,4,-2,20,1,1,1,2,8,"""[5,6]"""
8853932,0,.916534746255486,.892830196597888, , , , , ,1.75, , ,5,0,44,1,2,2,2,6,.
8853933,0, , , , ,.321174402528369,.263572323849017, ,1.5, ,2,1,0,18,1,2,2,2,6,.
8853943,0, , ,-.316295258373806,.57672962557626, , , , , , , , , , , , , , ,.
8853947, , , , , , , , , , , , , ,16,1,1,1,2,6,.
8853950,.0390625,.365086974933107,.816923080622327, , , , , ,1.75, ,3.41666666666667,2,0,15,1,2,2,2,6,.
8853951,.0234375, , ,.0884450521488833,.0413353964820061, , , , , , ,4,0,17,1,2,2,2,6,.
8853952,0,.360639912002252,.33210828370473, , , , , ,2.875, , , ,0,17,1,2,2,2,5,.
8853954,0,-.34754817729397,.361962666099471, , , , ,4, , , ,2,0,15,1,2,2,2,8,"""[5,6]"""
8853955,.0078125,.637728057792396,.335556473192922, , , , ,4.3, ,4.33333333333333, ,4,0,15,1, , ,1,6,.
8853956,.0390625,-.629601830917413,.244004453643193, , , , , ,2.25, , ,4,0,17,1,2,2,2,5,.
8853957,.0546875, , , , ,-.853982144968386,-.474035643138609, ,1.125, ,1.33333333333333,1,-3,16,1,3,2,2,6,.
8853958, , , , , , , , , , , ,4, ,16,1,3,2,1,5,.
8853959,.0234375, , ,.652997530459878,.0413159387815441, , ,3.75, ,1.66666666666667, ,2,0,24,1,2,2,2,6,.
8853960,.0632440476190476,.242449338503877,.00894892877310846, , , , ,3.15, ,4.5, ,4,0,15,1,2,2,1,5,.
8853961,0, , ,.728959031387291,.683398086453745, , ,3.85, ,3.66666666666667, ,4,0,16,1,2,2,2,6,.
8853962,0, , ,.170516070645211,-.444806746625804, , ,3.45, ,2.66666666666667, ,4,0,15,1,2,2,2,6,.
8853963,.0078125,.71106941449541,.922952513571148, , , , , , , , ,2,0,15,1,2,2,2,5,.
8853964,0, , ,-.164747934088393,-.246520438064144, , , , ,2.5, ,4,0,15,1,2,2,1,6,.
8853972,.03125,-.639528101239024,.230672811283342, , , , ,4.85, ,3.83333333333333, ,4,0,16,1,3,2,1,5,.
8853973,0,-.419914295295604,.544528371812375, , , , ,4.45, ,2.16666666666667, ,5,0,84,1,2,2,2,6,.
8853980,0, , , , ,.873268579266592,.712217829584448, ,3.875, ,3.33333333333333, ,0,16,1,1,1,2,6,.
8854031,.0078125, , ,.778737104334088,.547058731022718, , , ,2.75, ,5.25,6,0,23,1,2,2,1,6,.
8854033, , , , , , , , , , , , , ,17, , , ,2, ,.
8854036, , , , , , , , , , , ,6, ,18,1,2,2,1,6,.
8854054,0, , , , ,-.149311493618602,.295975468780648, , ,3.83333333333333, ,6,-1,15,3,1,1,3,2,.
8854057, , , , , , , , , , , ,5, ,18,1, , ,2,6,.
8854068, , , , , , , , , ,3.66666666666667, ,5, ,44,1,2,2,2,6,.
8854079, , , , , , , , ,1, , ,4,0,21,225,2,2,2, ,.
8854081,0, , , , ,.0671336922567538,.33854001087632,4.05, ,4.16666666666667, ,3,1,21,225,2,2,1,6,.
8854090,.0078125, , , , ,.42355868254553,.645894449914224, , ,3.5, ,6,0,36,1,2,2,2,6,.
8854095,.0078125, , ,.123318941140366,1.04015984021772, , , ,1, ,3.33333333333333,4,0,21,225,2,2,2,6,.
8854133,0, , ,.69360299750009,.527337606289677, , , ,2.125, ,4, ,0, ,39, , ,2, ,.
8854145,0, , ,.836037168489731,.861390002207125, , ,3.75, ,3.5, ,6,2,20,1,2,2,2,6,.
8854146,0, , , , ,-.25262950701055,.447929603518184, , , ,2.08333333333333,2,0,65,1,2,2,1,6,.
8854148,0,.16543451896771,1.19788891316179, , , , , ,2.25, ,2.66666666666667,2,0,21,1,2,2,2,5,.
8854170,0, ,.795183735602559, , , , , , , , ,1, ,64,39,2,2,1,6,.
8854172,0, , , , ,-.102268123470299,.780752292246812,4.25, ,5, ,4,0,17,1,2,2,2, ,.
8854176,0,.242460494875098,-.0753275493077689, , , , ,3.9, ,1.33333333333333, ,6,0,22,1,2,2,2,6,.
8854189,0, , ,.985132514747341,.420663401785388, , , ,2.875, ,3.66666666666667,6,2,20,1,2,2,2,6,.
8854195,0, , ,.347679081319562,.873607024066067, , , , , , ,4,0,22,216,3,2,1,8,[7]
8854197,0, , , , ,.501702838982204,.482828275543474, ,3, ,3.58333333333333,4,1,18,1,2,2,2, ,.
8854212, , , , , , , , , , , ,2, ,17, ,2,2,1,6,.
8854216,0, , ,-.107564601990337,.445944380375924, , ,4.25, ,2.33333333333333, ,2,0,17,1,2,2,1,6,.
8854217,0, , , , ,-.455988743429809,.524285424718,4.05, ,1.83333333333333, ,2,0,65,1,2,2,1,6,.
8854219, , , , , , , , , , , ,2, ,17,225,2,2,1,6,.
8854231,0,-.901873310405982,-.123170878346412, , , , , ,2.25, ,2.66666666666667,3,0,26,1,2,2,2,5,.
8854236,0,.840908183284947,1.10693739280048, , , , , ,2, ,2.66666666666667,2,0,73,1,2,2,1, ,.
8854237,0,-.103075380834356,.135674327591796, , , , , , , , ,4,-1,28,222,3,2,1,5,.
8854240,0,-.0256101746866343,.269307416562191, , , , , ,1.5, ,5.25,4,0,25,1,2,2,1,6,.
8854241,.0078125, , , , ,.295194740273891,.237730047370158, ,1.5, ,1.5,2,0,36,1,2,2,2,6,.
8854253, , , , , , , , , , , ,3, ,36,1,2,2,1,8,"""[2,4,6,7]"""
8854257, , , , , , , , , , , ,2, ,29,1,2,2,2,8,"""[4,6]"""
8854258,0, , ,.197868451088449,-.0893826615328274, , , ,1.125, ,3.16666666666667,6,0,19,1,2,2,1,6,.
8854267, , , , , , , , ,5.25, ,5.91666666666667,7,2,105,1,2,2,1,6,.
8854280,0, , ,-.0676247301425733,.690867186293616, , , , , ,2.66666666666667,3,0,55,39,2,2,2,6,.
8854282,0, , , , ,.066176647402022,.300546915393264, , , , ,2, ,21,1, , ,1,6,.
8854290,0, , , , ,.67750303893444,.892341464311571, ,1.75, ,5.41666666666667,2,0,50,39,2,2,2,6,.
8854298,0, , , , ,-.881134866492981,.0999871456698757, ,2.25, ,3.33333333333333,2,-3,20,1,2,2,2,7,.
8854304, , , , , , , , , , , ,5, ,50,1,2,2,1,6,.
8854314,0, , , , ,.269091771578246,.808858376003345, ,1.125, ,2.41666666666667,2,0,30,1,2,2,1,6,.
8854320,0, , ,-.761746957919178,-.0671098999963953, , , ,1.875, ,3.25,5,0,50,1,2,2,1,6,.
8854330, , , , , , , , , , , ,4, ,17,1,2,2,2,5,.
8854339, , , , , , , , , , , ,2, ,17,1,2,2,1,6,.
8854350,0, , , , ,.605395297719901,.505406037286881,3.5, ,2.83333333333333, ,2,0, ,225,3,2,2,6,.
8854361, , , , , , , , , , , ,2, ,16,1,2,2,1,3,.
8854362,.84375, , , , , , , , , , ,1, ,49,49,3,2,1,7,.
8854366,0, , ,-1.05116818187978,.0179891577588036, , , ,1, ,2,1,0,47,1,2,2,2,8,"""[1,5]"""
8854368, , , , , , , , , , , ,1, ,42,1,2,2,2,6,.
8854374,0, , , , ,-.309077251678918,.602557316092386,2.6, ,1.5, ,1,0,26,39,2,2,1,6,.
8854376, , , , , , , , , , , ,1, ,16,1,2,2,2,6,.
8854383, , , , , , , , , , , , , , , , , , , ,.
8854386, , , , , , , , ,2.25, ,1.91666666666667,3,-1,21,39,2,2,2,5,.
8854390,0, , ,-.954530497722552,-.418758925730428, , ,3.35, ,2.16666666666667, ,2,-1, ,39,2,2,2,2,.
8854394, , , , , , , , , , , , , , ,1, , ,2, ,.
8854399, , , , , , , ,2.35, ,2.5, ,2,0,40,1,2,2,2,6,.
8854405,0,.119804801557205,-.66084984034955, , , , ,3, ,1.83333333333333, ,3,-1,21,39,2,2,2,5,.
8854406, , , , , , , , , , , ,4, ,22,225,3,2,2,6,.
8854411,.0234375, , , , ,-.447037784453543,-.0425879521282364,3.2, ,1.66666666666667, ,2,1,31,178,2,2,1,6,.
8854421, , , , , , , , , , , ,1, ,23,216,2,2,1,2,.
8854423, , , , , , , , , , , , , , , , , , , ,.
8854433, , , , , , , , , , , , , , , , , , , ,.
8854442,.0390625, , ,-.0894037573102433,.415847055792947, , , , , , , , , , , , , , ,.
8854446,0, , ,-.304086403093881,-.0302975968405444, , ,4.05, ,1.5, ,4,0,51,39,2,2,1,6,.
8854447, , , , , , , , , , , , , , , , , , , ,.
8854448,0,-.389448387592227,.0704879560749995, , , , , ,1.25, ,3.91666666666667,6,0,43,1,2,2,2, ,.
8854474, , , , , , , , , , , ,3, ,24,146,3,2,2, ,.
8854475,0, , , , ,.532492113715923,.371687625289808,3.1, ,4.16666666666667, ,4,0,16,1,1,1,1, ,.
8854478,.0236855158730159,.578239476500753,-.301960404170557, , , , , , , , , , , , , , , , ,.
8854486,0,.34844722566664,.695116825538864, , , , ,3.75, ,2.5, ,7,0,61,1,3,2,2,6,.
8854487, , , , , , , , , , , , , , , , , , , ,.
8854497,0, , , , ,.406169318586245,-.0906048609733204, , , , , , , , , , , , ,.
8854500,.103174603174603,-.337611682932699, , , , , , , , , , , , , , , , , ,.
8854543,0, , ,.392653541129587,.311982831757296, , ,2.85, ,4, ,2,3,27,1,2,2,1,6,.
8854550, , , , , , , , , , , ,3, ,24,1,2,2,2,6,.
8854570, , , , , , , , , , , ,1, ,36,1,2,2,2,6,.
8854571, , , , , , , , , , , ,3, ,19,164,2,2,2, ,.
8854575,0,.337995990924062, , , , , , , , , ,4, ,24,1,2,2,1,6,.
8854589,.046875, , ,.173313778908368,.532816808881612, , , ,3.125, ,4.41666666666667,4,0,20,1,2,2,1,6,.
8854597,0,-.461880149148487,-.910070487474066, , , , ,4.55, ,5.83333333333333, ,4,0,19,1,2,2,1,6,.
8854603, , , , , , , , , , , ,2, ,20, ,2,2,1,6,.
8854615,0, , , ,-.343948411356397, , , , , , ,6, ,52,1,2,2,1,6,.
8854621, , , , , , , , ,1.75, ,4.75,4,0,25,1,1,1,2,7,.
8854632,0, , , , ,.551638526922339,.20090650685085,5, ,4.16666666666667, ,6,1,34,1,2,2,1,6,.
8854650,.0390625,.389668120177201,-.640713623372605, , , , , ,4.125, ,4.25,4,0,18,1,2,2,2,6,.
8854661, , , , , , , , , , , , , , , , , , , ,.
8854682,0, , , , ,.881737202730249,.571657568989786, ,2.5, ,3.58333333333333,5,0,61,39, , ,2,6,.
8854698,0,.322370630466937,.595171505701084, , , , , ,1.75, ,2.25,2,1,40,1,2,2,2,6,.
8854704,.0238095238095238,.447490554104498,.218005885293677, , , , ,4.6, ,3.5, ,2,1,20,164,2,2,1,3,.
8854738,0, , ,.0299046170887793,.73484064348464, , , , , , , , , , , , , , ,.
8854743,0, , , , , , ,4.65, ,2, ,4,0,46,1, , ,2,6,.
8854744,0, , , , ,.0920774074994096,.0111261289585471,3.65, ,3, ,4,0,21,225,2,2,2, ,.
8854745, , , , , , , , ,1.125, ,3.41666666666667,2,1,55, , , ,2, ,.
8854748,0,-.541777832617594,-.296039676393864, , , , , ,1, ,3.41666666666667,4,0,46,1,2,2,2,6,.
