block_number, block_name, block_trial_count, block_pairing_definition, study_name, task_number, task_name, trial_number, trial_name, trial_response, trial_latency, trial_error, session_id 
4,Celebrities|,20,Non-Celebrities/Good Words_practice,jaxt.biatgbcelebrity,6,biatcelebritygood,64,celebrity3.jpg|,left,2712,0,9383986
4,Non-Celebrities|,20,Non-Celebrities/Good Words_practice,jaxt.biatgbcelebrity,6,biatcelebritygood,65,noncelebrity2.jpg|,right,3316,1,9383986
4,Celebrities|,20,Non-Celebrities/Good Words_practice,jaxt.biatgbcelebrity,6,biatcelebritygood,66,celebrity4.jpg|,left,3375,0,9383986
4,Non-Celebrities|,20,Non-Celebrities/Good Words_practice,jaxt.biatgbcelebrity,6,biatcelebritygood,67,noncelebrity1.jpg|,right,778,0,9383986
4,Good Words|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,68,Pleasant|,right,805,0,9383986
4,Good Words|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,72,Love|,right,2038,0,9383986
4,Non-Celebrities|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,69,noncelebrity3.jpg|,right,958,0,9383986
4,Bad Words|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,70,Terrible|,left,688,0,9383986
4,Celebrities|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,71,celebrity3.jpg|,left,3810,1,9383986
4,Celebrities|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,73,celebrity4.jpg|,left,890,0,9383986
4,Bad Words|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,74,Awful|,left,819,0,9383986
4,Celebrities|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,75,celebrity1.jpg|,left,1231,0,9383986
4,Good Words|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,76,Great|,right,1563,0,9383986
4,Non-Celebrities|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,77,noncelebrity1.jpg|,right,526,0,9383986
4,Bad Words|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,78,Hate|,left,637,0,9383986
4,Non-Celebrities|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,79,noncelebrity4.jpg|,right,889,0,9383986
4,Good Words|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,80,Wonderful|,right,837,0,9383986
4,Celebrities|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,81,celebrity2.jpg|,left,720,0,9383986
4,Bad Words|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,82,Unpleasant|,left,1156,0,9383986
4,Non-Celebrities|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,83,noncelebrity2.jpg|,right,1160,0,9383986
3,Non-Celebrities|,20,Non-Celebrities/Bad Words_practice,jaxt.biatgbcelebrity,4,biatcelebritybad,43,noncelebrity1.jpg|,right,3415,0,9383986
3,Celebrities|,20,Non-Celebrities/Bad Words_practice,jaxt.biatgbcelebrity,4,biatcelebritybad,44,celebrity4.jpg|,left,2516,0,9383986
3,Celebrities|,20,Non-Celebrities/Bad Words_practice,jaxt.biatgbcelebrity,4,biatcelebritybad,45,celebrity1.jpg|,left,1025,0,9383986
3,Non-Celebrities|,20,Non-Celebrities/Bad Words_practice,jaxt.biatgbcelebrity,4,biatcelebritybad,46,noncelebrity4.jpg|,right,980,0,9383986
3,Good Words|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,47,Pleasant|,left,2678,0,9383986
3,Celebrities|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,48,celebrity3.jpg|,left,4324,0,9383986
3,Bad Words|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,49,Terrible|,right,1454,0,9383986
3,Non-Celebrities|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,50,noncelebrity2.jpg|,right,6815,1,9383986
3,Good Words|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,51,Wonderful|,left,6172,0,9383986
3,Non-Celebrities|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,52,noncelebrity3.jpg|,right,1155,0,9383986
3,Good Words|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,53,Great|,left,1224,0,9383986
2,Non-Celebrities|,20,Non-Celebrities/Good Words_practice,jaxt.biatgbcelebrity,6,biatcelebritygood,22,noncelebrity2.jpg|,right,5132,0,9383986
2,Celebrities|,20,Non-Celebrities/Good Words_practice,jaxt.biatgbcelebrity,6,biatcelebritygood,23,celebrity1.jpg|,left,2345,0,9383986
2,Celebrities|,20,Non-Celebrities/Good Words_practice,jaxt.biatgbcelebrity,6,biatcelebritygood,24,celebrity4.jpg|,left,2246,1,9383986
2,Non-Celebrities|,20,Non-Celebrities/Good Words_practice,jaxt.biatgbcelebrity,6,biatcelebritygood,25,noncelebrity1.jpg|,right,2702,0,9383986
2,Good Words|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,26,Wonderful|,right,1487,0,9383986
2,Non-Celebrities|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,27,noncelebrity1.jpg|,right,676,0,9383986
2,Bad Words|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,28,Terrible|,left,710,0,9383986
2,Celebrities|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,29,celebrity2.jpg|,left,4991,1,9383986
2,Bad Words|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,30,Unpleasant|,left,2237,0,9383986
2,Non-Celebrities|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,31,noncelebrity2.jpg|,right,6269,1,9383986
2,Bad Words|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,32,Hate|,left,1382,0,9383986
2,Celebrities|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,33,celebrity4.jpg|,left,1566,0,9383986
2,Good Words|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,34,Pleasant|,right,2853,0,9383986
2,Non-Celebrities|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,35,noncelebrity3.jpg|,right,827,0,9383986
2,Good Words|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,36,Love|,right,818,0,9383986
2,Celebrities|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,37,celebrity1.jpg|,left,1153,0,9383986
2,Bad Words|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,38,Awful|,left,800,0,9383986
2,Celebrities|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,39,celebrity3.jpg|,left,1217,0,9383986
2,Good Words|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,40,Great|,right,1161,0,9383986
2,Non-Celebrities|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,41,noncelebrity4.jpg|,right,814,0,9383986
3,Celebrities|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,54,celebrity2.jpg|,left,2794,0,9383986
3,Non-Celebrities|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,58,noncelebrity3.jpg|,right,1218,0,9383986
3,Good Words|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,55,Love|,left,1948,0,9383986
3,Celebrities|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,56,celebrity2.jpg|,left,675,0,9383986
3,Bad Words|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,57,Hate|,right,1091,0,9383986
3,Bad Words|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,59,Unpleasant|,right,1475,0,9383986
3,Celebrities|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,60,celebrity1.jpg|,left,1822,0,9383986
3,Bad Words|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,61,Awful|,right,1584,0,9383986
3,Non-Celebrities|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,62,noncelebrity2.jpg|,right,7139,1,9383986
2,Celebrities|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,29,celebrity3.jpg|,left,1540,0,9384015
2,Good Words|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,30,Pleasant|,left,1813,0,9384015
2,Celebrities|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,31,celebrity4.jpg|,left,1098,0,9384015
2,Good Words|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,32,Wonderful|,left,1384,0,9384015
2,Non-Celebrities|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,33,noncelebrity2.jpg|,right,1045,0,9384015
2,Good Words|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,34,Love|,left,1065,0,9384015
2,Non-Celebrities|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,35,noncelebrity4.jpg|,right,1123,0,9384015
2,Bad Words|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,36,Awful|,right,1551,0,9384015
2,Non-Celebrities|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,37,noncelebrity1.jpg|,right,1490,0,9384015
2,Bad Words|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,38,Hate|,right,1144,0,9384015
2,Celebrities|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,39,celebrity2.jpg|,left,950,0,9384015
2,Bad Words|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,40,Unpleasant|,right,1168,0,9384015
2,Celebrities|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,41,celebrity1.jpg|,left,927,0,9384015
3,Non-Celebrities|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,54,noncelebrity2.jpg|,left,704,0,9384015
3,Bad Words|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,51,Unpleasant|,right,873,0,9384015
3,Celebrities|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,52,celebrity4.jpg|,right,833,0,9384015
3,Bad Words|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,53,Hate|,right,804,0,9384015
3,Bad Words|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,55,Awful|,right,941,0,9384015
3,Celebrities|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,56,celebrity1.jpg|,right,778,0,9384015
3,Bad Words|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,57,Terrible|,right,894,0,9384015
3,Non-Celebrities|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,58,noncelebrity4.jpg|,left,713,0,9384015
3,Good Words|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,59,Wonderful|,left,1035,0,9384015
3,Celebrities|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,60,celebrity1.jpg|,right,698,0,9384015
3,Good Words|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,61,Pleasant|,left,1099,0,9384015
3,Celebrities|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,62,celebrity3.jpg|,right,827,0,9384015
1,Celebrities|,20,Celebrities/Bad Words_practice,jaxt.biatgbcelebrity,4,biatcelebritybad,1,celebrity4.jpg|,right,5083,0,9384015
1,Celebrities|,20,Celebrities/Bad Words_practice,jaxt.biatgbcelebrity,4,biatcelebritybad,2,celebrity3.jpg|,right,3974,0,9384015
1,Non-Celebrities|,20,Celebrities/Bad Words_practice,jaxt.biatgbcelebrity,4,biatcelebritybad,3,noncelebrity3.jpg|,left,5889,1,9384015
1,Non-Celebrities|,20,Celebrities/Bad Words_practice,jaxt.biatgbcelebrity,4,biatcelebritybad,4,noncelebrity1.jpg|,left,1685,0,9384015
1,Bad Words|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,5,Hate|,right,1589,0,9384015
1,Non-Celebrities|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,6,noncelebrity4.jpg|,left,1184,0,9384015
1,Bad Words|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,7,Awful|,right,1358,0,9384015
1,Non-Celebrities|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,8,noncelebrity2.jpg|,left,1023,0,9384015
1,Bad Words|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,9,Terrible|,right,1537,0,9384015
1,Celebrities|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,10,celebrity1.jpg|,right,1458,0,9384015
1,Good Words|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,11,Pleasant|,left,1781,0,9384015
1,Non-Celebrities|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,12,noncelebrity4.jpg|,left,1082,0,9384015
1,Good Words|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,13,Wonderful|,left,1875,0,9384015
1,Celebrities|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,14,celebrity2.jpg|,right,1459,0,9384015
1,Good Words|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,15,Great|,left,1839,0,9384015
1,Celebrities|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,16,celebrity1.jpg|,right,1101,0,9384015
1,Bad Words|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,17,Unpleasant|,right,1265,0,9384015
1,Celebrities|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,18,celebrity3.jpg|,right,4333,1,9384015
1,Good Words|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,19,Love|,left,1268,0,9384015
1,Non-Celebrities|,20,Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,20,noncelebrity1.jpg|,left,1657,0,9384015
1,Non-Celebrities|,20,Celebrities/Good Words_practice,jaxt.biatgbcelebrity,6,biatcelebritygood,1,noncelebrity4.jpg|,left,1592,0,9384015
1,Celebrities|,20,Celebrities/Good Words_practice,jaxt.biatgbcelebrity,6,biatcelebritygood,2,celebrity3.jpg|,right,1522,0,9384015
1,Celebrities|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,6,celebrity1.jpg|,right,764,0,9384015
1,Non-Celebrities|,20,Celebrities/Good Words_practice,jaxt.biatgbcelebrity,6,biatcelebritygood,3,noncelebrity3.jpg|,left,1065,0,9384015
1,Celebrities|,20,Celebrities/Good Words_practice,jaxt.biatgbcelebrity,6,biatcelebritygood,4,celebrity4.jpg|,right,892,0,9384015
1,Bad Words|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,5,Hate|,left,836,0,9384015
1,Good Words|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,7,Wonderful|,right,1355,0,9384015
1,Celebrities|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,8,celebrity2.jpg|,right,1070,0,9384015
1,Bad Words|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,9,Awful|,left,1092,0,9384015
1,Celebrities|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,10,celebrity4.jpg|,right,1397,0,9384015
1,Bad Words|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,11,Terrible|,left,1024,0,9384015
1,Non-Celebrities|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,12,noncelebrity2.jpg|,left,978,0,9384015
1,Bad Words|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,13,Unpleasant|,left,1179,0,9384015
1,Non-Celebrities|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,14,noncelebrity1.jpg|,left,1000,0,9384015
1,Good Words|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,15,Great|,right,973,0,9384015
1,Non-Celebrities|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,16,noncelebrity3.jpg|,left,954,0,9384015
1,Good Words|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,17,Love|,right,2088,0,9384015
4,Non-Celebrities|,20,Non-Celebrities/Good Words_practice,jaxt.biatgbcelebrity,6,biatcelebritygood,67,noncelebrity2.jpg|,right,2180,0,9384015
4,Celebrities|,20,Non-Celebrities/Good Words_practice,jaxt.biatgbcelebrity,6,biatcelebritygood,64,celebrity4.jpg|,left,945,0,9384015
4,Non-Celebrities|,20,Non-Celebrities/Good Words_practice,jaxt.biatgbcelebrity,6,biatcelebritygood,65,noncelebrity3.jpg|,right,996,0,9384015
4,Celebrities|,20,Non-Celebrities/Good Words_practice,jaxt.biatgbcelebrity,6,biatcelebritygood,66,celebrity2.jpg|,left,858,0,9384015
4,Good Words|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,68,Great|,right,922,0,9384015
4,Non-Celebrities|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,69,noncelebrity1.jpg|,right,745,0,9384015
4,Bad Words|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,70,Awful|,left,785,0,9384015
4,Non-Celebrities|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,71,noncelebrity2.jpg|,right,776,0,9384015
4,Bad Words|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,72,Hate|,left,864,0,9384015
4,Celebrities|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,73,celebrity2.jpg|,left,864,0,9384015
4,Good Words|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,74,Pleasant|,right,831,0,9384015
4,Celebrities|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,75,celebrity4.jpg|,left,838,0,9384015
4,Bad Words|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,76,Unpleasant|,left,949,0,9384015
4,Celebrities|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,77,celebrity3.jpg|,left,865,0,9384015
4,Good Words|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,78,Wonderful|,right,798,0,9384015
4,Celebrities|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,79,celebrity1.jpg|,left,1066,0,9384015
4,Bad Words|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,80,Terrible|,left,980,0,9384015
4,Non-Celebrities|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,81,noncelebrity4.jpg|,right,938,0,9384015
4,Good Words|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,82,Love|,right,813,0,9384015
4,Non-Celebrities|,20,Non-Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,83,noncelebrity3.jpg|,right,766,0,9384015
2,Non-Celebrities|,20,Non-Celebrities/Bad Words_practice,jaxt.biatgbcelebrity,4,biatcelebritybad,22,noncelebrity3.jpg|,right,2340,0,9384015
2,Non-Celebrities|,20,Non-Celebrities/Bad Words_practice,jaxt.biatgbcelebrity,4,biatcelebritybad,23,noncelebrity2.jpg|,right,1124,0,9384015
2,Celebrities|,20,Non-Celebrities/Bad Words_practice,jaxt.biatgbcelebrity,4,biatcelebritybad,24,celebrity4.jpg|,left,1720,0,9384015
2,Celebrities|,20,Non-Celebrities/Bad Words_practice,jaxt.biatgbcelebrity,4,biatcelebritybad,25,celebrity2.jpg|,left,1075,0,9384015
2,Bad Words|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,26,Terrible|,right,1503,0,9384015
2,Non-Celebrities|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,27,noncelebrity3.jpg|,right,1595,0,9384015
2,Good Words|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,28,Great|,left,1269,0,9384015
4,Non-Celebrities|,20,Non-Celebrities/Bad Words_practice,jaxt.biatgbcelebrity,4,biatcelebritybad,64,noncelebrity3.jpg|,right,1394,0,9384015
4,Celebrities|,20,Non-Celebrities/Bad Words_practice,jaxt.biatgbcelebrity,4,biatcelebritybad,65,celebrity2.jpg|,left,1279,0,9384015
4,Celebrities|,20,Non-Celebrities/Bad Words_practice,jaxt.biatgbcelebrity,4,biatcelebritybad,66,celebrity4.jpg|,left,818,0,9384015
4,Non-Celebrities|,20,Non-Celebrities/Bad Words_practice,jaxt.biatgbcelebrity,4,biatcelebritybad,67,noncelebrity1.jpg|,right,898,0,9384015
4,Good Words|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,68,Love|,left,1181,0,9384015
4,Non-Celebrities|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,69,noncelebrity4.jpg|,right,1187,0,9384015
4,Bad Words|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,70,Unpleasant|,right,1247,0,9384015
4,Non-Celebrities|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,71,noncelebrity3.jpg|,right,827,0,9384015
4,Bad Words|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,72,Awful|,right,980,0,9384015
4,Celebrities|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,73,celebrity4.jpg|,left,785,0,9384015
4,Good Words|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,74,Wonderful|,left,879,0,9384015
4,Celebrities|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,75,celebrity3.jpg|,left,1068,0,9384015
4,Bad Words|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,76,Terrible|,right,889,0,9384015
4,Celebrities|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,77,celebrity1.jpg|,left,1873,1,9384015
4,Good Words|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,78,Great|,left,1316,0,9384015
4,Non-Celebrities|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,79,noncelebrity1.jpg|,right,1002,0,9384015
4,Good Words|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,80,Pleasant|,left,1028,0,9384015
4,Non-Celebrities|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,81,noncelebrity2.jpg|,right,1040,0,9384015
4,Bad Words|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,82,Hate|,right,1066,0,9384015
4,Celebrities|,20,Non-Celebrities/Bad Words,jaxt.biatgbcelebrity,4,biatcelebritybad,83,celebrity2.jpg|,left,886,0,9384015
1,Celebrities|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,18,celebrity3.jpg|,right,902,0,9384015
1,Good Words|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,19,Pleasant|,right,953,0,9384015
1,Non-Celebrities|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,20,noncelebrity4.jpg|,left,777,0,9384015
3,Good Words|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,49,Pleasant|,right,772,0,9384015
3,Celebrities|,20,Celebrities/Good Words_practice,jaxt.biatgbcelebrity,6,biatcelebritygood,46,celebrity1.jpg|,right,787,0,9384015
3,Bad Words|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,47,Hate|,left,953,0,9384015
3,Celebrities|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,48,celebrity2.jpg|,right,995,0,9384015
3,Celebrities|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,50,celebrity4.jpg|,right,863,0,9384015
3,Good Words|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,51,Wonderful|,right,740,0,9384015
3,Non-Celebrities|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,52,noncelebrity1.jpg|,left,1186,0,9384015
3,Good Words|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,53,Great|,right,840,0,9384015
3,Non-Celebrities|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,54,noncelebrity2.jpg|,left,831,0,9384015
3,Bad Words|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,55,Terrible|,left,906,0,9384015
3,Non-Celebrities|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,56,noncelebrity1.jpg|,left,799,0,9384015
3,Good Words|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,57,Love|,right,660,0,9384015
3,Celebrities|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,58,celebrity1.jpg|,right,745,0,9384015
3,Bad Words|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,59,Unpleasant|,left,854,0,9384015
3,Celebrities|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,60,celebrity3.jpg|,right,756,0,9384015
3,Bad Words|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,61,Awful|,left,909,0,9384015
3,Non-Celebrities|,20,Celebrities/Good Words,jaxt.biatgbcelebrity,6,biatcelebritygood,62,noncelebrity4.jpg|,left,827,0,9384015
